A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.699	0.689	0.719	0.712	0.597	0.512	0.553	0.69	0.093	0.091	0.09	0.09	0.767	0.725	0.723	0.791	0.451	0.464	0.449	0.443	0.096	0.092	0.089	0.09	1.071	0.984	0.964	0.989	0.694	0.699	0.719	0.733	0.093	0.09	0.09	0.09	1.136	1.136	1.128	1.147	0.698	0.701	0.683	0.712	0.093	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.695	0.689	0.716	0.715	0.585	0.513	0.55	0.675	0.093	0.091	0.09	0.09	0.76	0.725	0.725	0.792	0.465	0.48	0.463	0.458	0.096	0.092	0.089	0.09	1.115	1.033	1.007	1.038	0.73	0.737	0.758	0.776	0.093	0.09	0.09	0.09	1.172	1.177	1.177	1.192	0.75	0.744	0.725	0.751	0.093	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.09	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.091	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.09	0.09	0.697	0.687	0.715	0.712	0.576	0.516	0.55	0.673	0.093	0.091	0.09	0.09	0.766	0.729	0.727	0.794	0.459	0.474	0.458	0.459	0.096	0.092	0.09	0.09	1.139	1.058	1.027	1.063	0.712	0.716	0.736	0.75	0.093	0.09	0.09	0.09	1.205	1.198	1.188	1.205	0.721	0.72	0.705	0.737	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.091	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.694	0.687	0.713	0.714	0.578	0.52	0.559	0.673	0.092	0.091	0.09	0.09	0.764	0.732	0.728	0.797	0.469	0.485	0.471	0.465	0.096	0.092	0.089	0.09	1.179	1.104	1.07	1.106	0.748	0.752	0.774	0.79	0.093	0.09	0.09	0.09	1.241	1.226	1.231	1.244	0.764	0.76	0.741	0.776	0.093	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.09	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.091	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.692	0.683	0.708	0.712	0.568	0.526	0.555	0.681	0.092	0.091	0.09	0.09	0.76	0.732	0.727	0.797	0.483	0.5	0.485	0.486	0.096	0.092	0.089	0.09	1.202	1.135	1.097	1.136	0.754	0.758	0.782	0.798	0.093	0.09	0.09	0.09	1.256	1.255	1.254	1.264	0.768	0.765	0.747	0.782	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.09	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.09	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.091	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.692	0.684	0.709	0.711	0.612	0.544	0.602	0.674	0.092	0.091	0.09	0.09	0.761	0.732	0.736	0.799	0.47	0.486	0.472	0.486	0.096	0.092	0.089	0.09	1.228	1.159	1.121	1.156	0.751	0.755	0.778	0.796	0.093	0.09	0.09	0.09	1.286	1.274	1.267	1.275	0.764	0.766	0.745	0.789	0.093	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.089	0.09	0.688	0.682	0.706	0.707	0.63	0.557	0.619	0.68	0.092	0.091	0.09	0.09	0.764	0.738	0.739	0.803	0.458	0.477	0.463	0.487	0.096	0.092	0.089	0.09	1.248	1.18	1.144	1.175	0.749	0.751	0.773	0.79	0.093	0.09	0.09	0.09	1.305	1.286	1.281	1.289	0.76	0.762	0.744	0.794	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.09	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.09	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.09	0.09	0.684	0.677	0.705	0.707	0.613	0.548	0.609	0.674	0.093	0.091	0.09	0.09	0.761	0.743	0.741	0.805	0.461	0.48	0.463	0.49	0.096	0.092	0.09	0.09	1.273	1.214	1.177	1.21	0.774	0.78	0.802	0.822	0.093	0.09	0.09	0.09	1.318	1.306	1.312	1.318	0.787	0.785	0.768	0.816	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.091	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.09	0.09	0.68	0.676	0.703	0.705	0.596	0.551	0.607	0.677	0.093	0.091	0.09	0.09	0.759	0.738	0.738	0.807	0.475	0.493	0.479	0.506	0.096	0.092	0.089	0.09	1.294	1.231	1.195	1.228	0.783	0.787	0.808	0.826	0.093	0.09	0.09	0.09	1.322	1.329	1.326	1.329	0.788	0.789	0.775	0.82	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.09	0.09	0.677	0.674	0.7	0.704	0.643	0.587	0.647	0.672	0.093	0.091	0.09	0.09	0.764	0.742	0.739	0.809	0.476	0.496	0.484	0.518	0.096	0.092	0.09	0.09	1.319	1.257	1.219	1.246	0.783	0.789	0.811	0.833	0.093	0.09	0.09	0.09	1.34	1.336	1.33	1.334	0.791	0.793	0.776	0.839	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
0.09	0.09	0.09	0.089	0.091	0.089	0.091	0.094	0.09	0.09	0.09	0.09	0.09	0.671	0.671	0.699	0.702	0.657	0.604	0.655	0.674	0.093	0.091	0.09	0.09	0.767	0.745	0.744	0.812	0.47	0.49	0.48	0.518	0.096	0.092	0.09	0.09	1.333	1.276	1.234	1.266	0.79	0.793	0.815	0.834	0.094	0.09	0.09	0.09	1.345	1.342	1.333	1.335	0.795	0.8	0.783	0.848	0.094	0.095	0.095	0.091	0.09	0.09	0.09	0.091	0.09	0.09	0.09	0.09	0.089	0.09	0.091	0.09	0.091	0.09	0.09	0.09	0.092	0.09	0.09	0.09	0.09	0.091	0.091	0.09	0.09	0.091	0.09	0.09	0.091	0.092	0.101	0.09	0.091	0.092	0.09
