A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.718	0.669	0.653	0.09	0.788	0.778	0.736	0.09	0.089	0.089	0.09	0.09	0.778	0.699	0.666	0.09	0.738	0.786	0.773	0.089	0.089	0.09	0.09	0.091	0.739	0.665	0.646	0.09	0.762	0.821	0.764	0.09	0.091	0.091	0.09	0.09	0.703	0.709	0.656	0.09	0.769	0.801	0.775	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.093	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.714	0.668	0.652	0.09	0.787	0.779	0.738	0.09	0.089	0.089	0.09	0.09	0.778	0.702	0.666	0.09	0.743	0.785	0.773	0.089	0.089	0.09	0.09	0.091	0.737	0.667	0.647	0.09	0.761	0.823	0.765	0.09	0.091	0.091	0.09	0.09	0.7	0.71	0.657	0.09	0.77	0.801	0.774	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.093	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.089	0.093	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.713	0.667	0.651	0.09	0.79	0.779	0.735	0.09	0.089	0.089	0.09	0.09	0.778	0.7	0.663	0.09	0.742	0.786	0.774	0.089	0.089	0.09	0.09	0.091	0.736	0.665	0.645	0.09	0.762	0.822	0.765	0.09	0.091	0.091	0.09	0.09	0.7	0.709	0.654	0.09	0.77	0.803	0.775	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.09	0.089	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.708	0.666	0.65	0.09	0.788	0.78	0.737	0.09	0.089	0.089	0.09	0.09	0.777	0.7	0.665	0.09	0.743	0.785	0.776	0.089	0.089	0.09	0.09	0.091	0.736	0.666	0.645	0.091	0.76	0.822	0.763	0.09	0.091	0.091	0.09	0.09	0.698	0.709	0.655	0.09	0.77	0.803	0.775	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.093	0.091	0.091	0.09
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.708	0.664	0.649	0.09	0.79	0.78	0.734	0.09	0.089	0.089	0.09	0.09	0.775	0.7	0.665	0.09	0.742	0.787	0.775	0.089	0.089	0.09	0.09	0.091	0.733	0.666	0.644	0.091	0.761	0.823	0.766	0.09	0.09	0.091	0.09	0.09	0.697	0.708	0.654	0.09	0.769	0.802	0.776	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.09	0.09	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.709	0.665	0.649	0.09	0.79	0.78	0.734	0.09	0.089	0.089	0.09	0.09	0.776	0.701	0.665	0.09	0.744	0.787	0.778	0.089	0.089	0.09	0.09	0.091	0.735	0.666	0.644	0.091	0.761	0.824	0.764	0.09	0.091	0.091	0.09	0.09	0.696	0.708	0.653	0.09	0.769	0.805	0.774	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.093	0.091	0.091	0.09
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.71	0.665	0.648	0.09	0.794	0.779	0.732	0.09	0.089	0.089	0.09	0.09	0.777	0.7	0.665	0.09	0.743	0.787	0.775	0.089	0.089	0.09	0.09	0.091	0.735	0.665	0.644	0.09	0.763	0.825	0.766	0.09	0.091	0.091	0.09	0.09	0.695	0.708	0.653	0.09	0.77	0.803	0.773	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.093	0.091	0.091	0.09
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.712	0.665	0.648	0.09	0.79	0.782	0.731	0.09	0.089	0.089	0.09	0.09	0.779	0.702	0.667	0.09	0.742	0.789	0.779	0.089	0.089	0.09	0.09	0.091	0.737	0.666	0.644	0.09	0.762	0.826	0.768	0.09	0.091	0.091	0.09	0.09	0.696	0.709	0.653	0.09	0.77	0.806	0.776	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.09	0.09	0.093	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.715	0.665	0.649	0.09	0.792	0.78	0.732	0.09	0.089	0.089	0.09	0.09	0.779	0.703	0.668	0.09	0.741	0.791	0.782	0.089	0.089	0.09	0.09	0.091	0.739	0.667	0.644	0.091	0.761	0.827	0.771	0.09	0.091	0.091	0.09	0.09	0.697	0.709	0.653	0.09	0.768	0.805	0.775	0.091	0.09	0.09	0.096	0.091	0.093	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.092	0.091	0.091	0.09
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.095	0.09	0.089	0.09	0.717	0.667	0.65	0.09	0.796	0.781	0.727	0.09	0.089	0.089	0.09	0.09	0.782	0.704	0.669	0.09	0.74	0.791	0.78	0.089	0.089	0.09	0.09	0.091	0.742	0.668	0.646	0.091	0.764	0.83	0.771	0.09	0.09	0.091	0.09	0.09	0.698	0.711	0.653	0.09	0.769	0.806	0.776	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.091	0.09	0.092	0.091	0.091	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.089	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.718	0.669	0.651	0.09	0.793	0.782	0.727	0.09	0.089	0.089	0.09	0.09	0.785	0.706	0.67	0.09	0.743	0.791	0.784	0.089	0.089	0.09	0.09	0.091	0.744	0.682	0.649	0.09	0.764	0.832	0.774	0.09	0.091	0.091	0.09	0.09	0.699	0.714	0.655	0.09	0.77	0.808	0.778	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.092	0.09	0.093	0.091	0.092	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.093	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.721	0.671	0.653	0.09	0.791	0.784	0.725	0.09	0.089	0.089	0.09	0.09	0.79	0.708	0.672	0.09	0.739	0.797	0.783	0.089	0.089	0.09	0.09	0.091	0.746	0.672	0.648	0.09	0.763	0.834	0.774	0.09	0.091	0.091	0.09	0.09	0.7	0.716	0.656	0.09	0.77	0.812	0.778	0.091	0.09	0.09	0.096	0.091	0.092	0.092	0.092	0.09	0.092	0.091	0.092	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.089	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.095	0.09	0.089	0.09	0.725	0.673	0.655	0.09	0.792	0.785	0.726	0.09	0.089	0.089	0.09	0.09	0.791	0.711	0.674	0.09	0.74	0.798	0.785	0.089	0.089	0.09	0.09	0.091	0.749	0.673	0.65	0.09	0.766	0.836	0.776	0.09	0.091	0.091	0.09	0.09	0.702	0.718	0.658	0.09	0.77	0.814	0.778	0.091	0.09	0.09	0.096	0.091	0.092	0.093	0.092	0.09	0.092	0.091	0.092	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.09	0.089	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.095	0.09	0.089	0.09	0.728	0.675	0.658	0.09	0.791	0.79	0.725	0.09	0.089	0.089	0.09	0.09	0.798	0.713	0.676	0.09	0.746	0.8	0.788	0.089	0.089	0.09	0.09	0.091	0.753	0.676	0.652	0.09	0.767	0.84	0.779	0.09	0.091	0.091	0.09	0.09	0.705	0.723	0.659	0.09	0.77	0.813	0.78	0.091	0.09	0.09	0.096	0.091	0.092	0.094	0.092	0.09	0.092	0.091	0.093	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.089	0.09	0.091	0.091	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.095	0.09	0.089	0.09	0.73	0.677	0.66	0.09	0.792	0.79	0.722	0.09	0.089	0.089	0.09	0.09	0.8	0.716	0.679	0.09	0.745	0.803	0.789	0.089	0.089	0.09	0.09	0.091	0.755	0.679	0.654	0.09	0.768	0.84	0.779	0.09	0.091	0.091	0.09	0.09	0.707	0.725	0.66	0.09	0.77	0.813	0.78	0.091	0.09	0.09	0.096	0.091	0.092	0.094	0.092	0.09	0.092	0.091	0.094	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.089	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.089	0.092	0.091	0.091	0.089
0.091	0.091	0.089	0.09	0.09	0.09	0.091	0.089	0.09	0.096	0.09	0.089	0.09	0.732	0.68	0.662	0.09	0.795	0.788	0.723	0.09	0.089	0.089	0.09	0.09	0.804	0.719	0.681	0.09	0.744	0.805	0.796	0.089	0.089	0.09	0.09	0.091	0.758	0.681	0.658	0.09	0.768	0.844	0.782	0.09	0.091	0.091	0.09	0.09	0.708	0.726	0.662	0.09	0.772	0.815	0.778	0.091	0.09	0.09	0.096	0.091	0.092	0.096	0.093	0.09	0.092	0.092	0.094	0.09	0.089	0.09	0.091	0.09	0.09	0.091	0.09	0.091	0.09	0.091	0.089	0.09	0.09	0.091	0.09	0.089	0.091	0.092	0.09	0.092	0.095	0.091	0.09	0.092	0.091	0.091	0.09
